OTU_ID	X	Y	Z
Otu03324	-0.7365326743589172	41.68323117423244	2.956387777805543
Otu08063	34.61685551769357	39.74962350651419	6.266250113071002
Otu04582	26.08703217773132	39.034945545897784	-4.670065720972355
Otu05857	76.90256233325535	28.769729436238727	-13.082129869384586
Otu01210	37.25966084703	30.15769807415247	17.60906717350987
Otu06000	94.91076996365729	38.30734603783091	-28.354860745126107
Otu05789	12.688427112578383	53.68955209839238	-2.8620411375283807
Otu02150	-7.024541466584863	35.02306518232988	-2.176419430577529
Otu01648	39.9809320642784	44.58783598831121	16.48352635863441
Otu02262	-29.32872622538433	41.33809304451176	4.936660828388373
Otu05174	-43.71137062249812	34.60872453161295	10.704301712001588
Otu01460	17.74788378708936	37.76527444322579	9.918226874871026
Otu02474	44.442714410577935	31.15065181274262	-9.30040121062559
Otu00014	57.83219503226328	32.691119035202384	6.760860937648615
Otu05501	51.48631625612071	37.699047701113805	-5.852860378389268
Otu02124	30.575206031108927	30.382886706945587	-13.399844224034927
OTU_ID	X	Y	Z
Otu01518	4.913933155814907	43.70608208876232	0.9610677881411286
Otu04132	57.87965912871015	42.119342025461975	-5.396313809820054
Otu03740	-3.5717273563109866	28.347198781955814	3.7882888407641224
Otu05366	89.92074193928643	38.980768110790464	-5.233102138826577
Otu05833	49.11755681380016	31.46327690019095	19.099624153873812
Otu02787	22.767873722514913	26.40348598585085	0.6558920008063435
Otu04020	61.40848354474375	28.073642261684835	-5.484644513398902
Otu04397	37.15517553663775	51.3242236948495	1.6945135126719744
Otu03830	24.728533160661087	38.774020699228736	3.9710814743382903
Otu01581	20.343307772724895	43.078851254515435	0.5217657902062505
Otu05152	41.17985789066452	36.10407488717027	-6.341984247560752
Otu01411	8.104066429211716	44.54499413997945	5.944521906387442
Otu05551	-9.863254179344155	26.640611283852326	-20.061984476253837
Otu02667	-3.592936973174833	41.73519849893074	14.203818081629029
Otu03167	-40.286104481537	22.309719167760136	-19.744354827038197
Otu04321	-19.50440141942808	34.704495611716766	-6.434257237594914
Otu04661	53.7431529803815	32.07005415151536	-4.765315302674813
Otu02416	9.965481583515697	34.31527573585577	-14.519627942516419
Otu05971	-2.783441364106337	47.65944413808953	-0.18961592668728153
Otu01626	-12.010578244058495	42.18929220667882	6.78187499568711
Otu05221	101.68913698598847	31.28117700263117	-18.713719765414357
Otu01495	89.05181970832604	33.17970324555821	-7.975079939897213
Otu02142	-7.581507080482796	33.74112568938362	-9.114806211844629
Otu05963	27.86091679353935	22.80005511640674	-17.990221458643195
Otu02914	-6.540429785859945	41.42510942643715	-22.108261834452495
Otu02692	-65.06493223091228	27.466948648008156	3.786891194986828
Otu04821	50.092493774217104	23.57262812372113	12.351539840776276
Otu06525	81.85065639760832	31.224980018702222	-28.619939856446415
Otu03848	19.716964307029407	51.93996351683593	-1.7841903987739416
Otu05502	84.53638029828616	23.54573218657323	3.6265677966186147
Otu03340	-42.45077818090546	17.907273577439188	11.784663467452832
Otu05154	-35.4744408100421	36.95101064282199	15.582403920903657
Otu03979	28.50485375056821	34.344332000056184	0.21009438079255588
Otu04573	-48.43855736913256	27.992892385943108	6.857406409025427
Otu04284	31.423870810576236	34.736105347424896	-28.789635950811316
Otu04574	49.81611206740683	44.83251889871747	-3.1500177583648137
Otu04588	-30.259649461900807	28.624712048524696	-11.81856617221385
Otu03669	-20.316246199143556	24.7929081877237	6.251892311776076
Otu02479	-49.45465376099873	28.470302783308377	27.80666616916537
Otu05101	67.35895240289844	27.248283846231494	-7.719376830512428
Otu03437	34.39807582965238	10.51679257057389	-3.197441615016469
Otu04572	58.190410738747076	28.214714977420766	0.9933989199786888
Otu03579	95.69199321147127	37.919023760520396	-15.446224558230856
Otu05984	122.60074686421318	34.12403324770913	8.230271764175168
Otu02829	38.16990827900505	35.86291842475501	-22.209309442825173
Otu03787	77.09259908982348	41.592863861370724	9.57903187134827
Otu03704	43.35705902962561	35.99499518879278	-7.86308803897887
Otu04595	28.82874932148542	26.254489368855445	7.566371007167759
Otu00957	60.28139073623397	27.98396315130066	4.393384471549602
Otu01730	77.1538183271675	18.893604880270246	-9.811286624424563
Otu02303	-71.32846238614331	44.239253079655356	22.757108947332163
Otu03094	-47.28574148433461	51.47986079094836	15.455018911914488
Otu03750	15.116146805534413	37.49431629132823	-9.321044953004767
Otu03969	37.882261214027736	27.66127923012261	3.8074423605205987
Otu01760	31.08217510374098	46.09200208748475	-0.6089604353557588
Otu04868	34.827558789577886	36.66695363271355	-3.7151991906790154
Otu01767	76.07881033887628	20.560057886389632	17.622635550946818
Otu04726	13.611278515837725	41.13404047827119	8.523175776290715
Otu05440	54.71653246932035	16.25124012933571	2.666430260757299
Otu03946	68.51628270123278	27.908544772184527	-17.62494526207488
Otu03480	7.464746133885023	13.047963591467639	-12.982236161345014
Otu04390	31.41701260575236	38.41434956733617	-15.619636508051451
Otu01183	46.73848525088014	39.835985728969916	8.461304269463904
Otu03813	20.333945342496943	24.18562225391891	12.610341397298505
Otu03707	98.51633237463084	24.024765140976438	-0.295281929398728
Otu02621	50.44154927923113	31.66333731036287	16.221162349055962
Otu04383	-108.64926702414809	40.38960716002902	20.352746160484703
Otu03845	33.84763858221569	23.79877166687917	0.8836666685369423
Otu03886	25.19778590655572	19.27224950853139	-11.735373678133477
Otu02877	49.63153349838754	45.39886323549008	15.58383728894943
Otu01048	24.659194780102073	38.461452010497595	3.8935803350575093
Otu05136	42.23906661985768	42.32087066424846	-1.1658672884533396
Otu03901	35.69398926947782	16.742897381963267	-0.23699194200874216
Otu03958	89.7695167323255	26.67648138567565	2.9088818070574405
Otu03411	0.030415970400300037	32.02324108622574	-24.985957315292353
Otu03017	-75.94919973973803	36.10536546400075	3.3413731944955543
Otu02337	-42.864061492290496	38.19209728949607	0.027535298484615427
Otu01759	0.9384506005455567	20.731451579821695	3.635330863561345
Otu00910	73.865055908661	23.131132719713484	-8.825131686125644
Otu03016	43.34692507475125	36.7050797118924	-9.65431964589509
Otu04664	-14.184000711108524	25.892586362168633	-2.328481691687036
Otu05111	31.544724951143927	44.74986776537091	-9.626147432510914
Otu04314	-7.095505891282074	41.17683137021877	2.409745675485084
Otu04468	44.09990474732052	31.06489669777996	3.0002703679715608
Otu00971	-64.94093629496194	45.27281083426816	-5.771527999086362
Otu04312	101.53330490750344	33.42082314819139	-10.745404912628938
Otu04910	51.691994602267016	33.457103179593176	-15.320152755735238
Otu04211	42.10482883440234	35.012308884367776	4.995984510845843
Otu04347	32.3146225406839	20.31252693452884	11.104158911141667
Otu03494	-49.81600842020128	39.518542449691154	-11.948031844894489
Otu01612	40.953421063435236	38.817388935171344	13.366196483406144
Otu04627	39.87125635758985	26.761373814940136	1.7846113045800884
Otu03751	56.52958090710149	32.810855462253244	5.432580140321252
Otu04248	32.23227152215649	26.846870087410327	9.434922751491902
Otu03452	30.629455871162452	15.91077191017999	2.1985292544376005
Otu01248	-8.131008399668904	29.278799832431865	-28.654194705376682
Otu01632	21.78225146733981	33.04927553830422	-7.157332660814891
Otu03831	67.9312181614646	30.163972506991204	5.607312359277374
Otu04175	-59.52166370967746	34.382181363851956	2.8129771781334303
Otu03688	63.689486167446205	38.940999932693195	-8.165663124937396
Otu04939	68.15688709573007	37.326850727498545	2.134799148079043
Otu02764	-35.28750556570824	25.39841543603745	19.967402999057025
Otu04476	34.47978563346546	33.50299330533414	2.7333946629956567
Otu03075	-82.21582366668329	35.88658870436843	0.0781919059847693
Otu03241	-60.09398145244665	40.27863196117588	-4.300998964966721
Otu03249	-43.220310285981874	45.111920082317106	2.4389059388783596
Otu04054	-51.9482691106968	28.967537475242402	23.917030000737192
Otu04014	12.066302709372312	37.71076019131432	-4.467879151397315
Otu04032	-10.722494627883172	17.736552439619533	-10.99139337109003
Otu03773	43.76564906883845	27.844625316538053	-1.2478472769336293
Otu03827	-7.10218283968817	42.94162890888452	-15.413882740212431
Otu01623	-62.718583368154036	37.316960642031404	13.936676307748396
Otu02700	-58.697858754212845	41.194712399536435	-3.6021760751382548
Otu02293	43.06183286265088	38.4106861346416	-2.5510203939445395
Otu03678	-24.07874304576287	27.02656858044453	8.417084075896696
Otu03548	-68.49110169568938	31.402227309662024	-14.019413251104428
Otu03047	-90.3395212979479	34.013992341178415	12.07367176606128
Otu01885	-10.823887739024888	12.939559116698435	-2.6364264405575586
Otu01299	20.91062145106661	21.264170502792563	3.661448354706142
Otu03282	-69.64215586693126	25.472291891066345	-9.794092453400532
Otu03785	-48.501891917400854	33.98019911557321	-0.05651055396794204
Otu02727	66.53630738740783	37.843119166834335	7.95565215630364
Otu04158	-58.457585972263445	34.347874702190865	-14.952044914876929
Otu03115	46.82159063331396	45.17721011968799	-8.26281971673487
Otu03471	24.499313933914408	47.29554687841587	5.412144680492563
Otu04388	1.7358787443656618	44.821418047614884	-15.736358950282161
Otu01983	-87.46480609293916	12.043294315984312	16.320672307688973
Otu02045	9.963015472953112	30.104147378651987	-0.8882185722506609
Otu03932	18.099421471807478	16.07807780347494	-20.81503390736512
Otu03524	-5.653239894442195	29.06213787955978	-17.22680447000138
Otu03659	-48.42615572514516	21.619970400038987	10.030924629939252
Otu02723	51.37787103470187	36.00726874221611	-12.207185926231798
Otu02663	11.115881535313283	20.635296205662318	2.722421355524793
Otu03635	20.7045180300253	25.781957081593525	28.91510574457626
Otu01866	-14.373280958104482	36.89981666548094	-1.8025176377236491
Otu03358	-59.07457485605333	26.795576505682494	4.3388929492193835
Otu01053	-26.377652677205297	25.094475534434178	2.497761707131026
Otu01313	36.66100672277022	28.995496746906213	-4.392109228508512
Otu03898	-62.76523599067004	39.05860976041637	-4.709364131664185
Otu01842	-47.29247867643474	41.00670908146511	-1.548475683094171
Otu03360	-39.50489320800355	25.959298406436304	-10.138859981227103
Otu05017	29.963354586292283	23.905061200827216	-1.0776451887430367
Otu01265	-44.25863131889577	30.187949983466293	-21.741161492303103
Otu03513	-63.923047891005154	33.82950318971929	-3.438948231771439
Otu03836	-25.336622031200793	24.35329269483804	-1.0742430647284722
Otu03083	-82.06610625141475	28.106617944571273	10.981235721130151
Otu01498	-59.866753913734314	24.30387903360355	-5.748783748558063
Otu04022	-59.08940154958033	23.49965650512992	-13.90255546366667
Otu03770	43.873551223119755	39.2532349067618	-14.693788555393905
Otu04650	-11.34389700654985	47.43998836636583	-1.5409121010388953
Otu03485	1.9892627643113563	25.86478375013337	5.281641622910424
Otu03624	39.38035851499217	37.81176688239531	-15.20654290545707
Otu03161	20.96218771798415	31.222115410267673	15.389763757632286
Otu03405	29.515578826420843	29.754020855230046	-9.12298540586638
Otu01969	-74.16742866095584	29.17874839838253	6.871099872687013
Otu03895	-45.34680155675888	18.766716252002002	-6.49860985527449
Otu02543	32.751106488089945	34.45868452246001	-15.563920418595279
Otu01901	-48.70428789949796	23.07483627833372	3.6543601814316435
Otu00259	64.46798473129208	22.471759344464648	-0.5124572894275882
Otu03899	85.77050967009089	17.143975275890845	-5.3245463324899704
Otu00789	-41.24673758010532	36.61451079685524	-1.74358814612147
Otu01488	-15.409859564975106	27.821430054738343	-5.396204113189886
Otu03401	62.97160297432838	7.485503856638334	0.7566453329201955
Otu02638	-10.224063337744402	22.91689626429583	-5.65027574457937
Otu00846	0.4674488035423557	21.021783871206434	6.540616445346636
Otu02579	-62.65247623862473	29.36975766457418	-3.0164761378340073
Otu03799	-12.998725323329188	22.345325227624386	-6.304285702664456
Otu02824	27.854467557358777	11.585762866889716	-0.0020606753594148318
Otu01633	-77.75702630170302	20.166072237513834	-20.533509574869694
Otu03386	-13.724657226568775	26.609627294750233	-8.610918930375565
Otu02274	28.261981554192502	28.468942165181115	5.21803117164394
Otu04657	40.74391393286061	38.60989190670309	4.279862408791391
Otu03549	-97.25121333554756	6.703140514669055	17.46322792654874
Otu02745	103.77715521847254	19.21905774404196	-18.08656642745756
Otu03146	82.37416645729785	17.2369266099408	1.4062022203565125
Otu02098	-24.709817307787677	23.715591621101797	-31.231197405082934
Otu03497	-57.008565145516826	12.836086915509348	13.562011689444747
Otu02804	69.81153271809622	24.8257173225674	3.4233532029217564
Otu03297	19.40874005882366	5.68227928141356	9.617230494662834
Otu03660	54.860842016058484	30.56291925028981	-12.318792959555658
Otu03593	34.88611201417191	33.06857072913243	-23.441652139206013
Otu03744	57.05480094972061	14.537814505692781	11.656185856052423
Otu02789	49.95186492804542	25.51476749424996	-5.107112359971742
Otu01571	2.285061150399265	49.55170163550412	10.245924562972684
Otu04165	64.31016695852753	33.52636665030871	0.6336336340784493
Otu03286	-13.973915470657174	26.175852953769695	1.2802683092179319
Otu03248	-62.19842800577638	24.30013769010983	6.434312161459376
Otu00683	-29.79524489913426	22.892277969331353	-4.324532332669042
Otu02768	-23.76167850284652	16.049473033019957	-13.467505776117262
Otu02837	11.849090021342906	21.56550050761912	-11.350195078788428
Otu02905	49.8033443634592	30.820531371615637	15.616494011823015
Otu01734	37.774853787741506	16.705267752940156	7.280680509892483
Otu00565	-52.593429832943336	31.69868285043501	11.700511090066243
Otu03566	14.849329217753047	34.98124164703487	-33.97297200659249
Otu01033	-36.249292639513556	25.294530002610298	-0.41711620603056626
Otu02975	-50.36170160173602	32.93908715524628	8.118691586409643
Otu03462	43.83092179061096	33.27726450586772	7.322186820740999
Otu04122	31.644092235210397	40.96699023275894	-1.7366178320681422
Otu02959	-131.2281166284969	4.2888130050696045	16.937294102292245
Otu01902	-48.695372566685904	13.916210058374496	-13.757219497961943
Otu02202	15.142853816029291	24.583222879068693	1.1568897282180846
Otu02846	12.749626417291617	21.58698798540851	9.7733232260117
Otu02007	96.4155252395702	34.773516876411094	0.23797135231707747
Otu00397	-10.253233335780697	24.905430935052753	16.924296661838596
Otu03065	15.823809624151371	21.28187026901208	10.821964682164426
Otu03288	-62.70580273875693	20.390825740023192	-2.853014352726478
Otu02668	9.45636272961904	19.565744955379486	-10.198510537693016
Otu02403	78.67783080228212	23.28742279317388	38.15490886593684
Otu02785	-65.63177477704437	33.70771134784476	1.8871106513656366
Otu02996	62.56616912404171	29.745385397271377	-2.6248698250676235
Otu02947	-107.7753810376646	34.85324606740088	3.3634007710392124
Otu02641	-38.17565844698414	32.919707129006525	13.830072991059755
Otu02875	-20.38730266201068	23.09890671406419	-14.772372027362659
Otu02676	-70.00253408723553	14.91749923569762	-13.69300315662622
Otu03181	24.502507981383406	39.0840329948333	-10.291302520540306
Otu02625	84.64723486325433	7.9281860538530315	10.727200190516008
Otu02830	30.061514890823076	19.902768961750816	-3.114562659254763
Otu03543	23.476005456265717	48.17772729246339	3.4640807953309634
Otu02927	-41.352915768115096	15.71597981306645	-2.617289720963761
Otu02108	14.683428854653755	22.046323420311833	14.638664939281735
Otu03162	-31.670697889130015	12.785710991921475	-21.252818280067025
Otu03059	17.392807526616277	7.46217044470827	11.699808694191187
Otu02313	60.557189914227806	7.117184705092904	-0.6484043579368358
Otu03069	65.37290494006945	8.903668493157252	-16.42264408852887
Otu02352	48.548399269143154	33.0968785202313	6.047587489715061
Otu03615	70.86802522035116	19.519247856912813	2.7339617662577753
Otu04027	61.45361135902472	30.97188760425204	10.99053019230578
Otu02898	56.878983313082394	11.342605843056399	19.50192222411682
Otu02545	-89.24525650343328	5.848185495263748	-11.067095273323897
Otu03268	-80.60353487751127	9.237193584527782	-5.891864891478235
Otu03040	-16.184155528929026	14.834879737392422	-9.082741804536964
Otu01261	-70.48029408865584	9.514053523707652	-7.531993735353453
Otu02330	24.120478750700368	30.590319302588657	7.723909410134282
Otu00730	54.182263762733704	22.226681848089175	1.239354347307147
Otu03207	86.92684602460461	4.865630589298058	8.015960829062434
Otu03564	-101.1449740740397	14.950231778433501	5.016855334619788
Otu02446	-95.73434754894951	19.814773512302015	-6.6459842303058165
Otu02610	-67.46537663702144	28.457508369605183	14.55188982765096
Otu03013	-74.48679872444856	19.776420107627946	5.092796105388924
Otu02713	89.53218090094528	6.487556916038893	-31.619478011936955
Otu03039	32.494019813622806	34.43861564272753	1.6414297375237727
Otu01063	37.287246165408746	14.050256310000178	7.984803733386352
Otu00816	-56.12006511466416	15.510041234033473	-0.20343333636981278
Otu02859	43.446984760120095	23.803056101933137	-5.3352660944398105
Otu02899	-63.336576566646976	9.59881700017432	-32.41593318735209
Otu03758	17.089633419332593	21.367838257922024	-2.0752358149854215
Otu02998	-71.57326792343493	8.207118140076533	-5.8331832880591055
Otu02362	-67.05159184989901	16.428317295476536	-15.336234160024738
Otu02634	34.385884753618846	17.554881970697657	-4.103023082365034
Otu01350	-72.76574113105349	25.927083464213293	5.299686894906652
Otu02463	-83.74833290555007	33.67856050932103	7.113740428444938
Otu02925	-96.94960725322836	4.711901507453594	-26.060591663826617
Otu02136	-50.741078248882445	23.359036894456967	20.056486991707384
Otu03817	-27.196957281004668	5.5016678452433165	-12.311418136913497
Otu02557	60.36017602239227	28.536048832323893	10.697493769327329
Otu02578	46.100622416684736	18.28450590384653	-11.253468350287893
Otu02773	80.965541849859	19.946942940008604	10.103994316137165
Otu02423	-6.179926006170337	18.152690873740475	-3.972693381273917
Otu02194	14.716658441349253	41.95322310363811	7.912845676658048
Otu00945	-87.06213767780757	19.111327178902606	4.450533174875043
Otu02881	42.92213863617473	12.260101552397101	5.287322166693393
Otu03433	23.14934484330017	35.69106206130351	20.3346933894931
Otu02455	5.326240524669078	12.26174675593137	21.466087496514547
Otu02556	68.76919752961915	10.552439763770112	-2.186914898067034
Otu01977	25.21305656120986	38.28645439590472	0.8378403520972633
Otu01102	-71.95153808566454	34.088136298615936	-2.691549679590834
Otu01178	-50.7805926234647	19.411967140094134	-9.556024448449806
Otu02410	-88.56287725984767	27.287054374020347	5.502069808998096
Otu02183	64.59342805682456	36.47879479254413	-18.30176605870232
Otu00992	50.55408485773187	0.6707381818878702	1.608015151020186
Otu00803	-46.39395724928262	29.884176391584106	27.300347462341183
Otu02770	-60.97839096652385	14.941697857458442	-14.52374223023594
Otu01840	-41.19602108217084	20.430359314007365	5.477751885524517
Otu00829	-27.206984090015432	23.019776218132353	10.567418139750584
Otu02863	-42.83383134394227	21.069990469378588	9.489229265070401
Otu03225	-67.0671034221291	-4.41111873833696	6.477434749525555
Otu03423	83.45015989754435	29.177780230935493	12.599244794562528
Otu02647	70.06304849049471	17.91784638415824	10.572229434956125
Otu02286	85.0331791064689	0.12372405577524224	-2.4061589754993644
Otu02506	-97.57565401147276	13.568598922426307	4.480909870116558
Otu01041	-68.26123930462624	24.411083810613682	2.290838791090141
Otu03397	21.42680867507055	29.169384067392386	-21.632190445744314
Otu03445	114.7961348498944	-3.331392622965203	-24.55947046516795
Otu02254	61.64467647803733	9.737640362287975	-1.4092621414991588
Otu03068	69.98602729552364	4.188152765281571	-5.5565293387871435
Otu02091	104.4404024944745	20.84386336084046	-29.994357734799962
Otu02360	15.06620198437673	11.059190934051752	-4.227248414704378
Otu01740	60.87006287220127	35.51443178274061	-0.16561065269385217
Otu02083	-72.24675253663136	31.516814879902125	2.4406116114145053
Otu02401	-27.670203003052826	17.083864004726998	5.757797475526193
Otu02109	73.26010283503182	11.03858867889536	26.364630603007026
Otu02395	41.33884126254419	24.872766368370012	27.86465472102481
Otu02728	-81.01205426313578	3.0219348517118143	0.43150554105112643
Otu01676	-46.87133342788801	33.10278083101988	18.74082980327459
Otu02540	45.78274361367352	21.06821222253371	23.40003829358197
Otu02731	-67.36211326887036	15.326497942813232	-8.261805251825225
Otu02821	59.22182327339141	35.03208899050607	-15.038955823397528
Otu02013	51.266365020730404	20.379890726623632	12.759234943850695
Otu02725	56.82447824039033	25.57380696288889	11.043343965374394
Otu03222	35.627272193616754	25.853658940040685	-16.78969038813058
Otu02582	25.72017849811062	17.683715313689273	12.114473593853713
Otu02603	-104.51009993692529	16.840536053495054	24.120198253327583
